,PSNR_before,PSNR_after,SSIM_before,SSIM_after,m00,m01,m02,m10,m11,m12,a,b,sigma,iso,gt_out,gt_out_ccm,deg_out,deg_out_ccm,deg_out_cfa,loss,bad
10,41.18094804,42.4562710159,0.95096930607,0.961649987403,1.0,0.0,-0.0,0.0,1.0,-0.20000000298,0.000105453,0.994868,0.00472391,2000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO2000_sha1=a6e0fe524f844af970349702df9dc49a286fa50d.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO2000_sha1=a6e0fe524f844af970349702df9dc49a286fa50d.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO2000_sha1=a6e0fe524f844af970349702df9dc49a286fa50d.arw_cfa.npy,0.001238479744642973,False
11,41.0037835583,41.4182681359,0.951303232332,0.954845142736,1.0,0.0,-0.0,0.0,1.0,-0.10000000149,0.000264711,0.990195,0.00538075,3200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO3200_sha1=7fe7d82672faa741c11d64ef03861cd2a0d62400.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO3200_sha1=7fe7d82672faa741c11d64ef03861cd2a0d62400.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO3200_sha1=7fe7d82672faa741c11d64ef03861cd2a0d62400.arw_cfa.npy,0.001644989475607872,False
12,40.5332518206,42.7683364607,0.943948086041,0.963938630017,1.0,0.0,-0.10000000149,0.0,1.0,-0.300000011921,2.42789e-05,0.997966,0.0061463,4000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO4000_sha1=0a1497de9b047346a002732ebc12fa4094b851a2.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO4000_sha1=0a1497de9b047346a002732ebc12fa4094b851a2.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO4000_sha1=0a1497de9b047346a002732ebc12fa4094b851a2.arw_cfa.npy,0.0016854213317856193,False
13,39.8522807397,41.4876720314,0.936328417552,0.953722524967,1.0,0.0,-0.0,0.0,1.0,-0.300000011921,0.000152638,0.992582,0.00801694,8000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO8000_sha1=a5707c9dea439c2c40b3c477b7a14360c7f7cb1d.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO8000_sha1=a5707c9dea439c2c40b3c477b7a14360c7f7cb1d.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO8000_sha1=a5707c9dea439c2c40b3c477b7a14360c7f7cb1d.arw_cfa.npy,0.002229374134913087,False
14,38.5697744976,39.2614092765,0.920075456547,0.930508629711,1.0,0.0,-0.0,0.0,1.0,-0.20000000298,0.000537684,0.986214,0.0109309,16000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO16000_sha1=73319a84aeed3def6f2f600180af922dfbdd1f64.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO16000_sha1=73319a84aeed3def6f2f600180af922dfbdd1f64.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO16000_sha1=73319a84aeed3def6f2f600180af922dfbdd1f64.arw_cfa.npy,0.003229976398870349,False
15,38.6451778358,39.5201664085,0.913880205625,0.927090381323,1.0,0.0,-0.10000000149,0.0,1.0,-0.20000000298,0.000119546,0.992425,0.012017,20000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO20000_sha1=8bb8dce125ebdf896164e269c94ed3bcfcae3532.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO20000_sha1=8bb8dce125ebdf896164e269c94ed3bcfcae3532.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO20000_sha1=8bb8dce125ebdf896164e269c94ed3bcfcae3532.arw_cfa.npy,0.003402870846912265,False
16,36.4420157863,37.5686215113,0.866474484066,0.890382046777,1.0,0.0,-0.10000000149,0.0,1.0,-0.40000000596,-0.000192928,0.99207,0.017085,40000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO40000_sha1=80cd9ec39ed5bae58256cda4af243418c8548a61.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO40000_sha1=80cd9ec39ed5bae58256cda4af243418c8548a61.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO40000_sha1=80cd9ec39ed5bae58256cda4af243418c8548a61.arw_cfa.npy,0.0048711420968174934,False
17,35.9716183448,35.9716183448,0.856519755697,0.856519755697,1.0,0.0,-0.0,0.0,1.0,-0.0,-1.03619e-05,0.981557,0.0191871,51200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO51200_sha1=4e3bfbd114f3eda6fe376343937ae79b43e75d3b.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO51200_sha1=4e3bfbd114f3eda6fe376343937ae79b43e75d3b.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO51200_sha1=4e3bfbd114f3eda6fe376343937ae79b43e75d3b.arw_cfa.npy,0.005452098324894905,False
18,35.4523913636,35.4523913636,0.841959784851,0.841959784851,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.000227601,0.986223,0.0184599,64000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO64000_sha1=d5aa714aeee641eae1e932dac5c72590add5071d.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO64000_sha1=d5aa714aeee641eae1e932dac5c72590add5071d.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO64000_sha1=d5aa714aeee641eae1e932dac5c72590add5071d.arw_cfa.npy,0.005468206014484167,False
19,32.8746398305,33.0609435158,0.750464933573,0.758220762735,1.0,0.0,-0.0,0.0,1.0,-0.20000000298,-0.000534547,1.00484,0.026659,128000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=2508af64cb29eb82c14d7e6adaaff12e82b033a3.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=2508af64cb29eb82c14d7e6adaaff12e82b033a3.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=2508af64cb29eb82c14d7e6adaaff12e82b033a3.arw_cfa.npy,0.011723573319613934,False
20,34.3058751977,34.6007248433,0.803141261106,0.812873713156,1.0,0.0,-0.0,0.0,1.0,-0.20000000298,-0.000850519,0.998857,0.021341,80000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO800_sha1=838204acf6ec902949027b486551007191cceb44.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=a151362364fc0d0e8dc32d6e858a273d350a3017.arw.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=a151362364fc0d0e8dc32d6e858a273d350a3017.arw_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_ads_ISO65535_sha1=a151362364fc0d0e8dc32d6e858a273d350a3017.arw_cfa.npy,0.006397711578756571,False
