,Unnamed: 0.1,Unnamed: 0,PSNR_before,PSNR_after,SSIM_before,SSIM_after,m00,m01,m02,m10,m11,m12,a,b,sigma,iso,gt_out,gt_out_ccm,deg_out,deg_out_ccm,deg_out_cfa,loss,bad,ra,rb,rsigma,ga,gb,gsigma,ba,bb,bsigma,r2_after,after,r2_before,mean_after,mean_before,gt_black_0,deg_black_0,gt_black_1,deg_black_1,gt_black_2,deg_black_2,gt_black_3,deg_black_3
342,342,342,26.5256867795,32.6996362098,0.650534029139,0.806830645309,1.0,0.0,4.90000009537,0.0,1.0,-0.20000000298,0.00268491,0.967575,0.0470934,102400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_Kortlek_GT_ISO100_sha1=b5a564cd9291224caf363b6b03054365d59d316b.cr2.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_Kortlek_GT_ISO100_sha1=b5a564cd9291224caf363b6b03054365d59d316b.cr2_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_Kortlek_ISO65535_sha1=a6bfccd4640dda13998d8e10ed1046e94447f2ed.cr2.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_Kortlek_ISO65535_sha1=a6bfccd4640dda13998d8e10ed1046e94447f2ed.cr2_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/Bayer_Kortlek_ISO65535_sha1=a6bfccd4640dda13998d8e10ed1046e94447f2ed.cr2_cfa.npy,0.0082193817943334,False,0.0051722531206905,0.9731776118278505,0.0229692067950963,0.0023645737674087,0.9921808242797852,0.0390039086341857,0.0048691425472497,0.9741196632385254,0.0261835381388664,0.8820116836327994,0.8820116836327994,0.8872739784006749,5.403764102851483e-10,0.0007669448968954,0.13214977404777276,0.13221433182698517,0.13214977404777276,0.13221433182698517,0.13214977404777276,0.13253712072304713,0.13214977404777276,0.1326016785022595
343,343,343,42.8213926547,42.8213926547,0.974174421036,0.974174421036,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.000846131,0.996376,0.00360584,800.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO800_sha1=35cd4e827a91e4e3c01018c24d6d946926b0b01c.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO800_sha1=35cd4e827a91e4e3c01018c24d6d946926b0b01c.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO800_sha1=35cd4e827a91e4e3c01018c24d6d946926b0b01c.raf_cfa.npy,0.001127139898017,False,0.0015520582674071,0.9779846668243408,0.0034190122969448,0.0015810800250619,0.9777541160583496,0.0037914600688964,0.0017198553541675,0.9748443961143494,0.0023311676923185,0.982711390086619,0.982711390086619,0.9812096346642702,1.6845341788140902e-09,0.0007559747318737,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793
344,344,344,27.3189257572,27.3189257572,0.813572292896,0.813572292896,1.0,0.0,-0.0,0.0,1.0,-0.0,-0.0172822,0.813583,0.0360077,4000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO4000_sha1=3279293ee3b560b38b6aa418f10d9f02bbb47a29.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO4000_sha1=3279293ee3b560b38b6aa418f10d9f02bbb47a29.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO4000_sha1=3279293ee3b560b38b6aa418f10d9f02bbb47a29.raf_cfa.npy,0.0076972506940364,True,0.0324848107993602,0.4892546534538269,0.0037285601720213,0.0328758209943771,0.4866878390312195,0.0040945727378129,0.0322029404342174,0.4909427762031555,0.0026123761199414,0.9151217097505916,0.9151217097505916,-0.2513146489099018,-2.1286241658202702e-09,0.0180043149739503,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891
345,345,345,25.3501616393,25.3595176465,0.731547100281,0.733195970238,1.0,0.0,0.10000000149,0.0,1.0,-0.0,-0.0206858,0.691677,0.0489133,6400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_GT_ISO200_sha1=bfc41d5de13bf39a5a104665f95773e2db7d7861.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO6400_sha1=60392df22a11958148ec18d883d05781a6cfc8cd.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO6400_sha1=60392df22a11958148ec18d883d05781a6cfc8cd.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-AraPacis_ISO6400_sha1=60392df22a11958148ec18d883d05781a6cfc8cd.raf_cfa.npy,0.0091740740463137,True,0.0438705869019031,0.3075964152812958,0.0029845538083463,0.0440427362918853,0.3070530593395233,0.0032602781429886,0.0430307611823082,0.3145301342010498,0.0021218904294073,0.8626181614185282,0.8626181614185282,-1.29199490235562,5.295833216401036e-10,0.0244770739227533,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891,0.062442776048342793,0.06280900933894891
346,346,346,47.4868495503,47.4868495503,0.986419042189,0.986419042189,1.0,0.0,-0.0,0.0,1.0,-0.0,7.20331e-05,0.504905,0.000990267,200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=5d1ac0be5fe50d98a683a99cf6502588cc1ed5da.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=5d1ac0be5fe50d98a683a99cf6502588cc1ed5da.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=5d1ac0be5fe50d98a683a99cf6502588cc1ed5da.raf_cfa.npy,0.010303002782166,True,0.0310043413192033,0.504462718963623,0.000888594368007,0.0310207623988389,0.5046348571777344,0.001365773146972,0.0309730786830186,0.5050714612007141,0.0010944503592327,0.996588283023738,0.996588283023738,0.3208007789251537,-7.765639242762744e-10,0.0244224090129137,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793
347,347,347,46.7720885228,46.7720885228,0.984884705013,0.984884705013,1.0,0.0,-0.0,0.0,1.0,-0.0,6.77044e-05,0.628275,0.00115476,200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=51985487410db3598294f7198435e7015652de23.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=51985487410db3598294f7198435e7015652de23.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=51985487410db3598294f7198435e7015652de23.raf_cfa.npy,0.0077428412623703,True,0.023313645273447,0.6276344060897827,0.0010469194967299,0.0233130306005477,0.6280983090400696,0.0015889324713498,0.0232922062277793,0.6280682682991028,0.0012869676575064,0.996940257001362,0.996940257001362,0.6038185979764807,-1.416971873169359e-09,0.0187664236873388,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793
348,348,348,47.2029566332,47.2029566332,0.985259302737,0.985259302737,1.0,0.0,-0.0,0.0,1.0,-0.0,9.63782e-05,0.490827,0.00123287,400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO400_sha1=ce025984e52e2631b1d5fbb0019c5a1a2190a905.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO400_sha1=ce025984e52e2631b1d5fbb0019c5a1a2190a905.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO400_sha1=ce025984e52e2631b1d5fbb0019c5a1a2190a905.raf_cfa.npy,0.0105815464630723,True,0.0317402519285678,0.4916701316833496,0.0011346382088959,0.0318693406879901,0.4904652237892151,0.0016943137161433,0.0318805165588855,0.4899699985980987,0.0013707575853914,0.994321160456041,0.994321160456041,0.2713952589221254,-1.0037544129204432e-09,0.0253729727119207,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511
349,349,349,46.3346683688,46.4998055529,0.982100177454,0.982530056227,1.0,0.0,-0.0,0.0,1.0,0.10000000149,5.76708e-05,0.494847,0.00186224,1000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO1000_sha1=737c2fc9c67eb4539c4e90914d2b2e6589e7c12f.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO1000_sha1=737c2fc9c67eb4539c4e90914d2b2e6589e7c12f.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO1000_sha1=737c2fc9c67eb4539c4e90914d2b2e6589e7c12f.raf_cfa.npy,0.0105605153366923,True,0.0316454470157623,0.4958365857601166,0.0017183570889756,0.0317284502089023,0.4950459003448486,0.0025922579225152,0.03177235648036,0.4943666458129883,0.0021144787315279,0.986682545577439,0.986682545577439,0.2814421972062954,1.5349209681048135e-09,0.0251276288181543,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817
350,350,350,45.4724672913,46.0965098275,0.977092446491,0.97945639558,1.0,0.0,-0.20000000298,0.0,1.0,-0.20000000298,0.000124022,0.338443,0.00222895,3200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO3200_sha1=661fd5feef2bccedc28971abbd19696d854d5569.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO3200_sha1=661fd5feef2bccedc28971abbd19696d854d5569.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO3200_sha1=661fd5feef2bccedc28971abbd19696d854d5569.raf_cfa.npy,0.0137592637911438,True,0.0409988984465599,0.3429131805896759,0.0020963633432984,0.0414675027132034,0.3370539546012878,0.0030629693064838,0.0413583703339099,0.3376564979553222,0.0025036234874278,0.9596010913074756,0.9596010913074756,-0.2424747237489906,-3.426063877043361e-09,0.0329783298075199,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511
351,351,351,45.5796647285,45.5834196725,0.972725476697,0.972745171362,1.0,0.0,-0.10000000149,0.0,1.0,-0.0,0.000183418,0.0431211,0.00104517,6400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=d90338669c58daf8c51291a79190adf46544125b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=d90338669c58daf8c51291a79190adf46544125b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=d90338669c58daf8c51291a79190adf46544125b.raf_cfa.npy,0.0198664739727973,True,0.0595964565873146,0.044712096452713,0.0011016567004844,0.059585154056549,0.0450824685394763,0.0013828214723616,0.0595557503402233,0.045054342597723,0.0012089716037735,0.47383307640081,0.47383307640081,-1.5906762641345078,-1.096372104214538e-09,0.0479151867330074,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511
352,352,352,45.725433352,45.7465756293,0.975118017859,0.975211330467,1.0,0.0,-0.10000000149,0.0,1.0,-0.0,0.000100224,0.0860749,0.0012945,6400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=10228157c3e9e49069ca6a12d6e0b1bc0d148bfc.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=10228157c3e9e49069ca6a12d6e0b1bc0d148bfc.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=10228157c3e9e49069ca6a12d6e0b1bc0d148bfc.raf_cfa.npy,0.0191050563007593,True,0.0572567358613014,0.0873399674892425,0.0013128675054758,0.0572792328894138,0.0873859003186225,0.0017309754621237,0.0572719648480415,0.0872251763939857,0.0014794892631471,0.7922380146016788,0.7922380146016788,-1.3299085385003515,-7.93979215707452e-10,0.0455021746456623,0.062442776048342793,0.06274797045718122,0.062442776048342793,0.06274797045718122,0.062442776048342793,0.06274797045718122,0.062442776048342793,0.06274797045718122
353,353,353,45.9025808681,46.0709020388,0.977153818398,0.977825135642,1.0,0.0,-0.20000000298,0.0,1.0,-0.0,8.39003e-05,0.167904,0.00164292,6400.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_GT_ISO200_sha1=94877abcf40134f0ea993904b2409654cded1d5b.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=2d0f6aaf24de80527f0f3e2525a5dfbba6bd1a71.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=2d0f6aaf24de80527f0f3e2525a5dfbba6bd1a71.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_colorscreen_ISO6400_sha1=2d0f6aaf24de80527f0f3e2525a5dfbba6bd1a71.raf_cfa.npy,0.0172879081219434,True,0.0517567209899425,0.1698965430259704,0.0016056256135925,0.0519009046256542,0.168142095208168,0.0021987371146678,0.051829170435667,0.1689157336950302,0.001874889829196,0.9104682756563004,0.9104682756563004,-0.9271313695519484,-2.6004204345397847e-10,0.0412052795290946,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511,0.062442776048342793,0.06238173716657511
354,354,354,35.7618459257,36.2082180009,0.963784818558,0.97269631099,1.0,0.0,-0.20000000298,0.0,1.0,-0.10000000149,0.0074925,1.02426,0.0116864,200.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_GT_ISO200_sha1=62393732f96dcbbd02148a8f29a9127f157157f5.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_GT_ISO200_sha1=62393732f96dcbbd02148a8f29a9127f157157f5.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_GT_ISO200_sha1=62393732f96dcbbd02148a8f29a9127f157157f5.raf_cfa.npy,0.0021905915345996,True,-0.0045331856235861,1.0884056091308594,0.004287417512387,-0.0049311099573969,1.0966904163360596,0.0054897335357964,-0.0058338176459074,1.1019580364227295,0.0026755039580166,0.9956960991971708,0.9956960991971708,0.9727922834126324,-7.884379815692454e-10,-0.0039836051873862,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793,0.062442776048342793
355,355,355,38.1477276098,38.1477276098,0.966627863747,0.966627863747,1.0,0.0,-0.0,0.0,1.0,-0.0,0.00466069,1.01421,0.00849156,320.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO320_sha1=f657237534912610dd132eb00b0e065d804a79cc.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO320_sha1=f657237534912610dd132eb00b0e065d804a79cc.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO320_sha1=f657237534912610dd132eb00b0e065d804a79cc.raf_cfa.npy,0.0012211021967232,False,-0.0018219428602606,1.0453414916992188,0.0038330317474901,-0.0022623296827077,1.0545666217803955,0.00486062746495,-0.0031887313816696,1.0587831735610962,0.0026044622063636,0.9957364407359062,0.9957364407359062,0.9873402749684088,2.890147676737342e-09,-0.0025059238541871,0.062442776048342793,0.06250381493011048,0.062442776048342793,0.06250381493011048,0.062442776048342793,0.06250381493011048,0.062442776048342793,0.06250381493011048
356,356,356,37.2930292765,37.4783676809,0.963872693459,0.966246152156,1.0,0.0,-0.10000000149,0.0,1.0,-0.0,0.00565317,1.01689,0.00997432,1000.0,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO200_sha1=1d1f0bea875be9c6207919de4987452b6315c5ff.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO1000_sha1=5b42c060647c300659105022bd812a2dac916df6.raf.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO1000_sha1=5b42c060647c300659105022bd812a2dac916df6.raf_ccm.npy,/media/ryan/261c34c8-0dab-44cc-b782-b79032390c41/home/ryan/Pictures/RAWNIND/numpy/X-Trans_MuseeL-SergeVandercamP2_ISO1000_sha1=5b42c060647c300659105022bd812a2dac916df6.raf_cfa.npy,0.0015071030938997,False,-0.0026343290228396,1.0607309341430664,0.0046290913596749,-0.002688028384,1.0662753582000732,0.0054588676430284,-0.0039366302080452,1.073025822639465,0.0032700954470783,0.9933818414724982,0.9933818414724982,0.980111401597515,-7.594652906561805e-09,-0.0031198177020996,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817,0.062442776048342793,0.06256485381187817
